sample,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,bioproject,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,lower_bound,upper_bound,size_range,smf
ERR1726777,823354841,31809000000.0,2.59%,2977344,,PRJEB4352,31.809,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000325,marine metagenome,20.0,180.0,20.0-180.0,2.59
ERR1726605,893465004,31697000000.0,2.82%,3733973,,PRJEB4352,31.697,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001904,marine metagenome,20.0,180.0,20.0-180.0,2.82
ERR1726695,621548094,35763000000.0,1.74%,3005842,,PRJEB4352,35.763,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002024,marine metagenome,20.0,180.0,20.0-180.0,1.74
ERR1726699,2791932013,22635000000.0,12.33%,2945542,,PRJEB4352,22.636,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000855,marine metagenome,0.8,5.0,0.8-5.0,12.33
ERR1726767,434700289,46234000000.0,0.94%,3815503,,PRJEB4352,46.235,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002362,marine metagenome,20.0,180.0,20.0-180.0,0.94
ERR1726879,73002239,7629000000.0,0.96%,3243103,,PRJEB4352,7.629,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001334,marine metagenome,180.0,2000.0,180.0-2000.0,0.96
ERR1726742,2348525643,33799000000.0,6.95%,3871175,,PRJEB4352,33.8,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001656,marine metagenome,5.0,20.0,5.0-20.0,6.95
ERR1701760,11248808311,37861000000.0,29.71%,2078574,,PRJEB1787,37.862,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000105,marine metagenome,1.6,20.0,1.6-20.0,29.71
ERR1726895,795181791,7583000000.0,10.49%,3373417,,PRJEB4352,7.583,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001305,marine metagenome,180.0,2000.0,180.0-2000.0,10.49
ERR1726806,76613006,36160000000.0,0.21%,3543617,,PRJEB4352,36.161,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001242,marine metagenome,180.0,2000.0,180.0-2000.0,0.21
ERR1726547,703090195,34574000000.0,2.03%,3336292,,PRJEB4352,34.574,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003223,marine metagenome,5.0,20.0,5.0-20.0,2.03
ERR1726581,450124020,37330000000.0,1.21%,3295439,,PRJEB4352,37.331,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003187,marine metagenome,20.0,180.0,20.0-180.0,1.21
ERR1726903,458238338,24017000000.0,1.91%,3062067,,PRJEB4352,24.018,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002024,marine metagenome,20.0,180.0,20.0-180.0,1.91
ERR1726575,1840773599,33456000000.0,5.50%,2500745,,PRJEB4352,33.456,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000293,marine metagenome,5.0,20.0,5.0-20.0,5.5
ERR1726671,2523660841,29568000000.0,8.54%,4022860,,PRJEB4352,29.569,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000200,marine metagenome,20.0,200.0,20.0-200.0,8.54
ERR1726612,649947840,43289000000.0,1.50%,3696246,,PRJEB4352,43.289,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000659,marine metagenome,180.0,2000.0,180.0-2000.0,1.5
ERR1726839,656581548,29273000000.0,2.24%,3756187,,PRJEB4352,29.274,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001010,marine metagenome,180.0,2000.0,180.0-2000.0,2.24
ERR1726968,1072857693,12301000000.0,8.72%,3127865,,PRJEB4352,12.301,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001073,marine metagenome,5.0,20.0,5.0-20.0,8.72
ERR1726922,61744173,34003000000.0,0.18%,3296539,,PRJEB4352,34.004,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001954,marine metagenome,180.0,2000.0,180.0-2000.0,0.18
ERR1726894,624336885,38466000000.0,1.62%,3556259,,PRJEB4352,38.466,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002318,marine metagenome,20.0,180.0,20.0-180.0,1.62
ERR1726776,73441961,35609000000.0,0.21%,3209876,,PRJEB4352,35.61,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002967,marine metagenome,180.0,2000.0,180.0-2000.0,0.21
ERR1726625,557287696,39613000000.0,1.41%,3390859,,PRJEB4352,39.614,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002117,marine metagenome,20.0,180.0,20.0-180.0,1.41
ERR1726752,102637578,28089000000.0,0.37%,3259371,,PRJEB4352,28.09,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001431,marine metagenome,180.0,2000.0,180.0-2000.0,0.37
ERR1726698,55099002,11118000000.0,0.50%,3493913,,PRJEB4352,11.118,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001622,marine metagenome,180.0,2000.0,180.0-2000.0,0.5
ERR1726708,964618552,33099000000.0,2.91%,3373736,,PRJEB4352,33.1,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001818,marine metagenome,5.0,20.0,5.0-20.0,2.91
ERR1726690,282769259,38684000000.0,0.73%,3421286,,PRJEB4352,38.685,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001824,marine metagenome,20.0,180.0,20.0-180.0,0.73
ERR1726877,416670984,29398000000.0,1.42%,3717290,,PRJEB4352,29.398,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002109,marine metagenome,180.0,2000.0,180.0-2000.0,1.42
ERR1726571,659648071,26885000000.0,2.45%,3400949,,PRJEB4352,26.885,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002039,marine metagenome,5.0,20.0,5.0-20.0,2.45
ERR1726669,560083569,33136000000.0,1.69%,3351386,,PRJEB4352,33.136,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002927,marine metagenome,5.0,20.0,5.0-20.0,1.69
ERR1726660,266929733,32794000000.0,0.81%,3079840,,PRJEB4352,32.795,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000750,marine metagenome,20.0,180.0,20.0-180.0,0.81
ERR1726921,4876214028,28561000000.0,17.07%,5195033,,PRJEB4352,28.562,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000203,marine metagenome,5.0,20.0,5.0-20.0,17.07
ERR1726588,301078344,15007000000.0,2.01%,3099108,,PRJEB4352,15.007,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001616,marine metagenome,20.0,180.0,20.0-180.0,2.01
ERR1726691,451271275,27154000000.0,1.66%,3270319,,PRJEB4352,27.154,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002021,marine metagenome,5.0,20.0,5.0-20.0,1.66
ERR1726774,27460758,41424000000.0,0.07%,3336666,,PRJEB4352,41.425,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001223,marine metagenome,180.0,2000.0,180.0-2000.0,0.07
ERR1726898,4934804540,41437000000.0,11.91%,3111616,,PRJEB4352,41.437,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.91
ERR1726721,981039542,36891000000.0,2.66%,3501462,,PRJEB4352,36.892,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001996,marine metagenome,20.0,180.0,20.0-180.0,2.66
ERR1726639,120605252,5901000000.0,2.04%,3249064,,PRJEB4352,5.901,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001616,marine metagenome,20.0,180.0,20.0-180.0,2.04
ERR1726545,707362493,39955000000.0,1.77%,3425982,,PRJEB4352,39.955,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002797,marine metagenome,5.0,20.0,5.0-20.0,1.77
ERR1726952,294676350,43296000000.0,0.68%,3407845,,PRJEB4352,43.296,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001290,marine metagenome,20.0,180.0,20.0-180.0,0.68
ERR1726696,225167579,33241000000.0,0.68%,3269458,,PRJEB4352,33.242,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000095,marine metagenome,180.0,2000.0,180.0-2000.0,0.68
ERR1726543,847483312,28816000000.0,2.94%,3412730,,PRJEB4352,28.816,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001267,marine metagenome,180.0,2000.0,180.0-2000.0,2.94
ERR1726939,2088630952,24449000000.0,8.54%,3164976,,PRJEB4352,24.449,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001073,marine metagenome,5.0,20.0,5.0-20.0,8.54
ERR1726651,375257051,28768000000.0,1.30%,5457491,,PRJEB4352,28.769,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000189,marine metagenome,180.0,2000.0,180.0-2000.0,1.3
ERR1726893,376180766,34650000000.0,1.09%,3392990,,PRJEB4352,34.65,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003156,marine metagenome,20.0,180.0,20.0-180.0,1.09
ERR1726849,306635332,24618000000.0,1.25%,3614278,,PRJEB4352,24.618,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002412,marine metagenome,5.0,20.0,5.0-20.0,1.25
ERR1726713,542235748,35576000000.0,1.52%,3270223,,PRJEB4352,35.576,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001694,marine metagenome,5.0,20.0,5.0-20.0,1.52
ERR1726943,277817223,42004000000.0,0.66%,2876550,,PRJEB4352,42.005,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001258,marine metagenome,5.0,20.0,5.0-20.0,0.66
ERR1726947,473507910,42759000000.0,1.11%,3328000,,PRJEB4352,42.76,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002783,marine metagenome,20.0,180.0,20.0-180.0,1.11
ERR1726701,4837641273,40581000000.0,11.92%,3083716,,PRJEB4352,40.582,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.92
ERR1726525,695976883,36350000000.0,1.91%,3242531,,PRJEB4352,36.351,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001698,marine metagenome,20.0,180.0,20.0-180.0,1.91
ERR1726868,221153354,36176000000.0,0.61%,2587497,,PRJEB4352,36.177,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000042,marine metagenome,180.0,2000.0,180.0-2000.0,0.61
ERR1726638,192771235,36644000000.0,0.53%,2891858,,PRJEB4352,36.644,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003141,marine metagenome,180.0,2000.0,180.0-2000.0,0.53
ERR1726814,85192822,11417000000.0,0.75%,4020426,,PRJEB4352,11.417,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000297,marine metagenome,180.0,2000.0,180.0-2000.0,0.75
ERR1726820,305330215,7827000000.0,3.90%,4478296,,PRJEB4352,7.828,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000077,marine metagenome,180.0,2000.0,180.0-2000.0,3.9
ERR1726577,555019732,36433000000.0,1.52%,3270786,,PRJEB4352,36.434,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002297,marine metagenome,20.0,180.0,20.0-180.0,1.52
ERR1726657,127296668,30301000000.0,0.42%,3398203,,PRJEB4352,30.302,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002043,marine metagenome,180.0,2000.0,180.0-2000.0,0.42
ERR1726561,240630979,40019000000.0,0.60%,3629427,,PRJEB4352,40.02,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001998,marine metagenome,180.0,2000.0,180.0-2000.0,0.6
ERR1726909,201007244,6863000000.0,2.93%,3416747,,PRJEB4352,6.863,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001620,marine metagenome,180.0,2000.0,180.0-2000.0,2.93
ERR1726875,4938161959,41210000000.0,11.98%,3095037,,PRJEB4352,41.21,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.98
ERR1726537,58509505,19169000000.0,0.31%,3462101,,PRJEB4352,19.169,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001148,marine metagenome,180.0,2000.0,180.0-2000.0,0.31
ERR1726888,230809938,7459000000.0,3.09%,3516836,,PRJEB4352,7.46,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002185,marine metagenome,5.0,20.0,5.0-20.0,3.09
ERR1726902,148592878,9098000000.0,1.63%,3220479,,PRJEB4352,9.098,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001245,marine metagenome,20.0,180.0,20.0-180.0,1.63
ERR1726636,657287440,37600000000.0,1.75%,3444722,,PRJEB4352,37.601,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001499,marine metagenome,20.0,180.0,20.0-180.0,1.75
ERR1726881,1498057403,34837000000.0,4.30%,3177958,,PRJEB4352,34.838,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001432,marine metagenome,5.0,20.0,5.0-20.0,4.3
ERR1726971,607301726,32683000000.0,1.86%,3293572,,PRJEB4352,32.684,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003227,marine metagenome,20.0,180.0,20.0-180.0,1.86
ERR1726674,380937085,39219000000.0,0.97%,4616300,,PRJEB4352,39.22,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000437,marine metagenome,180.0,2000.0,180.0-2000.0,0.97
ERR1726750,978597819,37463000000.0,2.61%,3503626,,PRJEB4352,37.464,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002193,marine metagenome,20.0,180.0,20.0-180.0,2.61
ERR1726539,447042612,29501000000.0,1.52%,2453717,,PRJEB4352,29.502,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002324,marine metagenome,180.0,2000.0,180.0-2000.0,1.52
ERR1726729,1442739695,32614000000.0,4.42%,3159745,,PRJEB4352,32.614,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000269,marine metagenome,20.0,180.0,20.0-180.0,4.42
ERR1726926,57216154,13408000000.0,0.43%,3405723,,PRJEB4352,13.409,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001246,marine metagenome,180.0,2000.0,180.0-2000.0,0.43
ERR1726627,143514619,30777000000.0,0.47%,3416201,,PRJEB4352,30.778,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001123,marine metagenome,180.0,2000.0,180.0-2000.0,0.47
ERR1726766,479030238,22959000000.0,2.09%,3050177,,PRJEB4352,22.96,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001742,marine metagenome,180.0,2000.0,180.0-2000.0,2.09
ERR1726685,12370270066,32699000000.0,37.83%,3339201,,PRJEB4352,32.699,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001905,marine metagenome,180.0,2000.0,180.0-2000.0,37.83
ERR1726608,114304563,32900000000.0,0.35%,3329582,,PRJEB4352,32.901,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002043,marine metagenome,180.0,2000.0,180.0-2000.0,0.35
ERR1726880,67676936,36010000000.0,0.19%,3676096,,PRJEB4352,36.01,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001540,marine metagenome,180.0,2000.0,180.0-2000.0,0.19
ERR1726833,4828579759,41113000000.0,11.74%,3102184,,PRJEB4352,41.114,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.74
ERR1726935,265890937,36655000000.0,0.73%,3183941,,PRJEB4352,36.655,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002322,marine metagenome,180.0,2000.0,180.0-2000.0,0.73
ERR1726753,131585237,31830000000.0,0.41%,3389625,,PRJEB4352,31.831,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000600,marine metagenome,180.0,2000.0,180.0-2000.0,0.41
ERR1726535,358648894,37435000000.0,0.96%,2832706,,PRJEB4352,37.435,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001874,marine metagenome,5.0,20.0,5.0-20.0,0.96
ERR1726546,257508671,16022000000.0,1.61%,3433907,,PRJEB4352,16.022,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000538,marine metagenome,20.0,180.0,20.0-180.0,1.61
ERR1726887,274298274,34948000000.0,0.78%,3247671,,PRJEB4352,34.949,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000655,marine metagenome,180.0,2000.0,180.0-2000.0,0.78
ERR1726843,85381137,7499000000.0,1.14%,3590460,,PRJEB4352,7.5,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000314,marine metagenome,180.0,2000.0,180.0-2000.0,1.14
ERR1726832,11224313667,34094000000.0,32.92%,2425494,,PRJEB4352,34.095,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000091,marine metagenome,20.0,180.0,20.0-180.0,32.92
ERR1726966,129313701,49134000000.0,0.26%,4281911,,PRJEB4352,49.135,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002366,marine metagenome,180.0,2000.0,180.0-2000.0,0.26
ERR1726856,414098701,6373000000.0,6.50%,3661998,,PRJEB4352,6.374,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001736,marine metagenome,5.0,20.0,5.0-20.0,6.5
ERR1726963,747984301,36469000000.0,2.05%,2892773,,PRJEB4352,36.469,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001264,marine metagenome,20.0,180.0,20.0-180.0,2.05
ERR1726648,266166953,40920000000.0,0.65%,3583775,,PRJEB4352,40.92,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001477,marine metagenome,180.0,2000.0,180.0-2000.0,0.65
ERR1726956,203782434,33545000000.0,0.61%,2970589,,PRJEB4352,33.546,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000596,marine metagenome,20.0,180.0,20.0-180.0,0.61
ERR1726937,19068540,1788000000.0,1.07%,3248474,,PRJEB4352,1.789,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000871,marine metagenome,20.0,180.0,20.0-180.0,1.07
ERR1726847,544213749,33830000000.0,1.61%,2915066,,PRJEB4352,33.83,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002745,marine metagenome,5.0,20.0,5.0-20.0,1.61
ERR1726716,416645829,37318000000.0,1.12%,3763058,,PRJEB4352,37.319,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001252,marine metagenome,180.0,2000.0,180.0-2000.0,1.12
ERR1726717,580243701,28874000000.0,2.01%,3416414,,PRJEB4352,28.874,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001950,marine metagenome,5.0,20.0,5.0-20.0,2.01
ERR1726726,495152098,28086000000.0,1.76%,3651833,,PRJEB4352,28.086,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000196,marine metagenome,20.0,180.0,20.0-180.0,1.76
ERR1726723,689364742,38819000000.0,1.78%,3239039,,PRJEB4352,38.82,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002963,marine metagenome,5.0,20.0,5.0-20.0,1.78
ERR1726703,481850366,35944000000.0,1.34%,3476303,,PRJEB4352,35.944,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002106,marine metagenome,5.0,20.0,5.0-20.0,1.34
ERR1726595,812601499,40576000000.0,2.00%,3835559,,PRJEB4352,40.576,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002358,marine metagenome,5.0,20.0,5.0-20.0,2.0
ERR1726912,556909144,36699000000.0,1.52%,3304118,,PRJEB4352,36.7,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002021,marine metagenome,5.0,20.0,5.0-20.0,1.52
ERR1726664,20126236,11196000000.0,0.18%,2062114,,PRJEB4352,11.197,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001911,marine metagenome,180.0,2000.0,180.0-2000.0,0.18
ERR1726927,800827885,26216000000.0,3.05%,3200751,,PRJEB4352,26.217,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001941,marine metagenome,20.0,180.0,20.0-180.0,3.05
ERR1726554,784729300,32965000000.0,2.38%,3305654,,PRJEB4352,32.965,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000312,marine metagenome,20.0,180.0,20.0-180.0,2.38
ERR1726901,3879454501,24752000000.0,15.67%,3606849,,PRJEB4352,24.752,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001077,marine metagenome,20.0,180.0,20.0-180.0,15.67
ERR1726568,226110744,16266000000.0,1.39%,3658750,,PRJEB4352,16.267,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001147,marine metagenome,20.0,180.0,20.0-180.0,1.39
ERR1726623,57957041,12953000000.0,0.45%,3540442,,PRJEB4352,12.954,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001622,marine metagenome,180.0,2000.0,180.0-2000.0,0.45
ERR1726779,285063866,39055000000.0,0.73%,3297824,,PRJEB4352,39.055,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001265,marine metagenome,5.0,20.0,5.0-20.0,0.73
ERR1726841,1338123515,31876000000.0,4.20%,3391948,,PRJEB4352,31.877,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001654,marine metagenome,5.0,20.0,5.0-20.0,4.2
ERR1726885,2478585333,36353000000.0,6.82%,3655138,,PRJEB4352,36.353,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003231,marine metagenome,180.0,2000.0,180.0-2000.0,6.82
ERR1726621,2077212662,43654000000.0,4.76%,4302874,,PRJEB4352,43.654,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002360,marine metagenome,20.0,180.0,20.0-180.0,4.76
ERR1726853,2026891406,29102000000.0,6.96%,3540978,,PRJEB4352,29.102,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001428,marine metagenome,20.0,180.0,20.0-180.0,6.96
ERR1726654,142003250,36385000000.0,0.39%,3355464,,PRJEB4352,36.386,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003191,marine metagenome,180.0,2000.0,180.0-2000.0,0.39
ERR1726658,288158190,9918000000.0,2.91%,3353016,,PRJEB4352,9.918,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001740,marine metagenome,20.0,180.0,20.0-180.0,2.91
ERR1726769,257879356,34185000000.0,0.75%,3263882,,PRJEB4352,34.185,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002406,marine metagenome,20.0,180.0,20.0-180.0,0.75
ERR1726529,734790256,35044000000.0,2.10%,3331929,,PRJEB4352,35.044,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003100,marine metagenome,20.0,180.0,20.0-180.0,2.1
ERR1726594,6409388488,38919000000.0,16.47%,3502609,,PRJEB4352,38.919,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002293,marine metagenome,5.0,20.0,5.0-20.0,16.47
ERR1726850,767763434,47112000000.0,1.63%,3260557,,PRJEB4352,47.112,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001303,marine metagenome,20.0,180.0,20.0-180.0,1.63
ERR1726737,399770153,31660000000.0,1.26%,3475053,,PRJEB4352,31.661,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003153,marine metagenome,20.0,180.0,20.0-180.0,1.26
ERR1726720,210117822,34824000000.0,0.60%,3351696,,PRJEB4352,34.825,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002107,marine metagenome,20.0,180.0,20.0-180.0,0.6
ERR1726747,35832014,5945000000.0,0.60%,3828207,,PRJEB4352,5.945,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002175,marine metagenome,180.0,2000.0,180.0-2000.0,0.6
ERR1726616,1244247673,35027000000.0,3.55%,3410860,,PRJEB4352,35.028,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002187,marine metagenome,5.0,20.0,5.0-20.0,3.55
ERR1726653,422260099,35459000000.0,1.19%,3075680,,PRJEB4352,35.459,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002813,marine metagenome,20.0,180.0,20.0-180.0,1.19
ERR1726874,470409000,48417000000.0,0.97%,3196582,,PRJEB4352,48.418,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003015,marine metagenome,20.0,180.0,20.0-180.0,0.97
ERR1726772,1062740739,30507000000.0,3.48%,3418272,,PRJEB4352,30.507,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002137,marine metagenome,5.0,20.0,5.0-20.0,3.48
ERR1726781,1755200361,10910000000.0,16.09%,3613457,,PRJEB4352,10.91,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001077,marine metagenome,20.0,180.0,20.0-180.0,16.09
ERR1726736,321874104,34158000000.0,0.94%,2877987,,PRJEB4352,34.159,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000041,marine metagenome,20.0,180.0,20.0-180.0,0.94
ERR1726642,45338978,6839000000.0,0.66%,3432171,,PRJEB4352,6.839,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001338,marine metagenome,20.0,180.0,20.0-180.0,0.66
ERR1726574,210039508,33200000000.0,0.63%,3284947,,PRJEB4352,33.201,WGS,RANDOM,Illumina HiSeq 2000,TARA_S400007204,marine metagenome,180.0,2000.0,180.0-2000.0,0.63
ERR1726805,1791148741,43245000000.0,4.14%,3286934,,PRJEB4352,43.245,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002314,marine metagenome,5.0,20.0,5.0-20.0,4.14
ERR1726756,925964404,37292000000.0,2.48%,3475712,,PRJEB4352,37.292,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002817,marine metagenome,5.0,20.0,5.0-20.0,2.48
ERR1726861,1417696447,38231000000.0,3.71%,3510714,,PRJEB4352,38.231,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002785,marine metagenome,5.0,20.0,5.0-20.0,3.71
ERR1726975,2233047639,11095000000.0,20.13%,2518352,,PRJEB4352,11.096,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000831,marine metagenome,0.8,5.0,0.8-5.0,20.13
ERR1726855,478822275,31933000000.0,1.50%,3242516,,PRJEB4352,31.934,WGS,RANDOM,Illumina HiSeq 2000,TARA_E500000196,marine metagenome,20.0,180.0,20.0-180.0,1.5
ERR1726786,180918241,34390000000.0,0.53%,3332441,,PRJEB4352,34.39,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000759,marine metagenome,180.0,2000.0,180.0-2000.0,0.53
ERR1726957,98839133,30780000000.0,0.32%,3215326,,PRJEB4352,30.781,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003098,marine metagenome,180.0,2000.0,180.0-2000.0,0.32
ERR1726677,1040023853,45177000000.0,2.30%,3806404,,PRJEB4352,45.177,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000442,marine metagenome,5.0,20.0,5.0-20.0,2.3
ERR1726800,325536123,14778000000.0,2.20%,3417343,,PRJEB4352,14.779,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000968,marine metagenome,20.0,180.0,20.0-180.0,2.2
ERR1726942,383218030,22564000000.0,1.70%,3185255,,PRJEB4352,22.565,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001432,marine metagenome,20.0,180.0,20.0-180.0,1.7
ERR1726678,76786210,11563000000.0,0.66%,3709479,,PRJEB4352,11.563,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000879,marine metagenome,180.0,2000.0,180.0-2000.0,0.66
ERR1726854,5254728201,37666000000.0,13.95%,4809732,,PRJEB4352,37.667,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000202,marine metagenome,5.0,20.0,5.0-20.0,13.95
ERR1726973,611073285,36965000000.0,1.65%,3434347,,PRJEB4352,36.965,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002699,marine metagenome,5.0,20.0,5.0-20.0,1.65
ERR1726799,222548342,36407000000.0,0.61%,3612798,,PRJEB4352,36.408,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001221,marine metagenome,20.0,180.0,20.0-180.0,0.61
