acc,bioproject,organism,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,smf,bioproject_right,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,id,run_id,collection_year,collection_month,latitude,longitude,depth,temperature,host_or_not_prediction,host_or_not_recorded,host_or_not_mature,tropical,Fungi to Bacteria Ratio
SRR11719871,PRJNA630822,soil metagenome,4685191324,6064000000.0,77.26%,3948017,,77.26,PRJNA630822,6.065,WGS,RANDOM,NextSeq 500,NS321-10,soil metagenome,105180,105180,2015,1,-76.4701,161.27,,,ecological,ecological,ecological,true,0.03500311387699226
SRR7101567,PRJNA441417,soil metagenome,2906238688,4149000000.0,70.05%,4282319,,70.05,PRJNA441417,4.15,WGS,RANDOM,Illumina HiSeq 2500,CASAN,soil metagenome,105316,105316,2017,5,39.458,-79.073,,,ecological,ecological,ecological,false,0.05084632996482966
SRR3984703,PRJNA330029,soil metagenome,2260574677,3359000000.0,67.30%,4356810,,67.3,PRJNA330029,3.36,WGS,RANDOM,Illumina HiSeq 2000,HNHG,soil metagenome,105319,105319,2011,8,40.81667,-104.76667,,,ecological,ecological,ecological,false,0.05778346924864255
SRR6202008,PRJNA366751,soil metagenome,14068833659,20470000000.0,68.73%,4678212,,68.73,PRJNA366751,20.47,WGS,RANDOM,Illumina HiSeq 2000,NGOY,soil metagenome,105321,105321,2011,7,31.11,-95.15,,,ecological,ecological,ecological,false,0.054106876268107576
SRR7471703,PRJNA464524,soil metagenome,3558263386,5662000000.0,62.84%,4846516,,62.84,PRJNA464524,5.663,WGS,RANDOM,Illumina HiSeq 2000,HBSW,soil metagenome,105324,105324,2011,8,18.0,-65.0,,,ecological,ecological,ecological,true,0.07032511537135919
SRR6201953,PRJNA366397,soil metagenome,1542135572,2250000000.0,68.54%,4332937,,68.54,PRJNA366397,2.25,WGS,RANDOM,Illumina HiSeq 2000,HOXY,soil metagenome,105326,105326,2011,8,40.81667,-104.76667,,,ecological,ecological,ecological,false,0.05458653690670257
SRR7015887,PRJNA443174,soil metagenome,6530455562,11030000000.0,59.21%,4569692,,59.21,PRJNA443174,11.03,WGS,RANDOM,Illumina HiSeq 2500,BWTOT,soil metagenome,105343,105343,2016,8,38.9365,-106.9428,,,ecological,ecological,ecological,false,0.08192747471002673
SRR6201906,PRJNA366688,soil metagenome,1989623406,3006000000.0,66.19%,4804113,,66.19,PRJNA366688,3.007,WGS,RANDOM,Illumina HiSeq 2000,HOUS,soil metagenome,105365,105365,2011,7,44.20517707,-122.1284473,,,ecological,ecological,ecological,false,0.06074684319187767
SRR7012000,PRJNA443242,soil metagenome,5887728516,10143000000.0,58.05%,4408962,,58.05,PRJNA443242,10.143,WGS,RANDOM,Illumina HiSeq 2500,BWTOG,soil metagenome,105370,105370,2016,8,38.9825,-107.0101,,,ecological,ecological,ecological,false,0.08594105197943946
SRR4022106,PRJNA336394,soil metagenome,3030222565,4924000000.0,61.54%,5262356,,61.54,PRJNA336394,4.924,WGS,RANDOM,Illumina HiSeq 2000,PZCH,soil metagenome,105384,105384,,,42.532967,-72.209488,,,ecological,ecological,ecological,false,0.07432291118055433
SRR7524599,PRJNA468187,soil metagenome,3818269412,5751000000.0,66.39%,4758324,,66.39,PRJNA468187,5.751,WGS,RANDOM,Illumina HiSeq 2500,CGNWA,soil metagenome,105386,105386,2015,6,40.5452,-123.5105,,,ecological,ecological,ecological,false,0.06020558327028486
SRR12927892,PRJNA651861,soil metagenome,74151536714,97055000000.0,76.40%,4429398,,76.4,PRJNA651861,97.055,WGS,RANDOM,Illumina NovaSeq 6000,GUTPB,soil metagenome,105389,105389,2019,6,40.0633,-88.2058,,,ecological,ecological,ecological,false,0.0367358056495805
SRR6266496,PRJNA405448,soil metagenome,13942631218,25957000000.0,53.71%,4331382,,53.71,PRJNA405448,25.957,WGS,RANDOM,Illumina HiSeq 2500,BGWYO,soil metagenome,105391,105391,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.10249506442702161
SRR12687309,PRJNA664310,soil metagenome,10789323214,13080000000.0,82.49%,4091220,,82.49,PRJNA664310,13.08,WGS,RANDOM,Illumina HiSeq 1500,AD4,soil metagenome,105460,105460,2019,6,44.37,83.33,,,ecological,ecological,ecological,false,0.02524386022599833
SRR8554898,PRJNA520979,soil metagenome,100631955829,117588000000.0,85.58%,4492051,,85.58,PRJNA520979,117.588,WGS,RANDOM,Illumina HiSeq 2500,H3HM7DMXX,soil metagenome,105545,105545,2017,6,30.68,91.1,,,ecological,ecological,ecological,false,0.02003843972656917
SRR3591653,PRJNA295070,soil metagenome,739926281,992000000.0,74.59%,5888789,,74.59,PRJNA295070,0.992,WGS,RANDOM,Illumina HiSeq 2500,CD28,soil metagenome,105663,105663,2016,1,42.3261,-71.1493,,,host,ecological,ecological,false,0.04051305394169835
SRR11823716,PRJNA634262,soil metagenome,8053657213,10601000000.0,75.97%,4392337,,75.97,PRJNA634262,10.602,WGS,RANDOM,HiSeq X Ten,N300.2,soil metagenome,105667,105667,2018,7,44.18,86.02,,,ecological,ecological,ecological,false,0.03761686242429528
SRR8936434,PRJNA528368,soil metagenome,5947390211,7791000000.0,76.34%,4844848,,76.34,PRJNA528368,7.791,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib45,soil metagenome,105669,105669,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.036858147955132294
SRR8936460,PRJNA528368,soil metagenome,7229326459,9439000000.0,76.59%,4601384,,76.59,PRJNA528368,9.439,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib54,soil metagenome,105670,105670,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.03634965293053387
SRR12608596,PRJNA662109,soil metagenome,11522101769,14486000000.0,79.54%,4609652,,79.54,PRJNA662109,14.487,WGS,RANDOM,Illumina HiSeq 2500,GN2,soil metagenome,105694,105694,2017,8,43.33,116.4,,,ecological,ecological,ecological,false,0.030590809328590575
SRR14555685,PRJNA730191,soil metagenome,10026879259,13596000000.0,73.75%,4414502,,73.75,PRJNA730191,13.596,WGS,RANDOM,Illumina HiSeq 2000,XZH12,soil metagenome,105712,105712,2020,4,45.683333,126.633333,,,ecological,ecological,ecological,false,0.04232901937962291
SRR8936450,PRJNA528368,soil metagenome,10861820879,14492000000.0,74.95%,4827669,,74.95,PRJNA528368,14.493,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib18,soil metagenome,105739,105739,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.039747243681256504
SRR12277195,PRJNA647119,soil metagenome,5607545463,6886000000.0,81.43%,3937468,,81.43,PRJNA647119,6.887,WGS,RANDOM,Illumina HiSeq 2500,S12,soil metagenome,105771,105771,2016,8,46.49,9.93,,,ecological,ecological,ecological,false,0.02712054379332307
SRR12377073,PRJNA650496,soil metagenome,3240315298,4161000000.0,77.87%,4451961,,77.87,PRJNA650496,4.161,WGS,RANDOM,Illumina HiSeq 4000,Tinkmeta1,soil metagenome,105875,105875,2016,8,46.70875,10.38845,,,ecological,ecological,ecological,false,0.03379731220739831
DRR184776,PRJDB8545,soil metagenome,11710011111,16229000000.0,72.15%,4233141,,72.15,PRJDB8545,16.23,WGS,RANDOM,Illumina HiSeq 4000,,soil metagenome,105891,105891,2018,6,30.88,121.58,,,ecological,ecological,ecological,false,0.04590497851277259
SRR12087332,PRJNA488994,soil metagenome,3938283707,4827000000.0,81.59%,5135530,,81.59,PRJNA488994,4.827,WGS,RANDOM,NextSeq 500,KMCG6A_L3,soil metagenome,105892,105892,2016,6,46.06,14.28,,,host,ecological,ecological,false,0.026834146084634903
SRR13766277,PRJNA694468,soil metagenome,3422131250,5756000000.0,59.45%,5494575,,59.45,PRJNA694468,5.757,WGS,RANDOM,Illumina HiSeq 2500,LMC-soil-15_BDME190029457-1a,soil metagenome,105893,105893,2018,2,26.4984,107.43,0.1,,ecological,ecological,ecological,false,0.08111663455867583
SRR13766243,PRJNA694468,soil metagenome,7070848616,9352000000.0,75.61%,4498768,,75.61,PRJNA694468,9.353,WGS,RANDOM,Illumina HiSeq 2500,XKS1_kneaddata.trimmed,soil metagenome,105894,105894,2018,2,26.4984,107.424,0.1,,ecological,ecological,ecological,false,0.03836219835967224
SRR5234511,PRJNA371523,soil metagenome,3807759660,4875000000.0,78.11%,4640949,,78.11,PRJNA371523,4.875,WGS,RANDOM,Illumina HiSeq 2000,2C3,soil metagenome,105897,105897,2015,10,-25.56,29.56,,,ecological,ecological,ecological,true,0.03332806104881199
SRR9656177,PRJNA552615,soil metagenome,1015333326,1648000000.0,61.61%,4672711,,61.61,PRJNA552615,1.649,WGS,RANDOM,Illumina HiSeq 2500,t.PP_CCRA9ANXX-2739-65-32-01_S65,soil metagenome,105906,105906,2016,1,-36.47868802,174.64174341,,,ecological,ecological,ecological,true,0.07410334762062414
SRR15421256,PRJNA753945,soil metagenome,1304757632,1703000000.0,76.62%,3640507,,76.62,PRJNA753945,1.703,WGS,RANDOM,Illumina NovaSeq 6000,TFS_2_20-25cm,soil metagenome,105909,105909,2018,4,68.623403,-149.584545,0.225,,ecological,ecological,ecological,false,0.03628885651678627
SRR15421301,PRJNA753945,soil metagenome,1135941901,1441000000.0,78.83%,3285253,,78.83,PRJNA753945,1.442,WGS,RANDOM,Illumina NovaSeq 6000,100km_1_30-35cm,soil metagenome,105910,105910,2018,4,70.068559,-156.105719,0.325,,ecological,ecological,ecological,false,0.03193745134238863
SRR12284411,PRJNA647683,soil metagenome,17153553442,24426000000.0,70.23%,4474529,,70.23,PRJNA647683,24.426,WGS,RANDOM,NextSeq 500,C1-gD-deep,soil metagenome,105917,105917,,,-30.4704,137.1363,,,ecological,ecological,ecological,true,0.050411206382397336
SRR12284413,PRJNA647683,soil metagenome,10937433941,13515000000.0,80.93%,4454586,,80.93,PRJNA647683,13.515,WGS,RANDOM,Illumina HiSeq 2500,C1-gD,soil metagenome,105918,105918,,,-30.4704,137.1363,,,ecological,ecological,ecological,true,0.028022835474863717
ERR1044071,PRJEB10725,soil metagenome,26536073589,40911000000.0,64.86%,4794734,,64.86,PRJEB10725,40.911,WGS,RANDOM,Illumina HiSeq 2000,KFFL-OK-2010_10H,soil metagenome,105960,105960,2010,10,34.98167,-97.52056,0.1,,ecological,ecological,ecological,false,0.0644311283783365
ERR1019366,PRJEB10725,soil metagenome,25476881688,37446000000.0,68.04%,4991699,,68.04,PRJEB10725,37.446,WGS,RANDOM,Illumina HiSeq 2000,CiPEHR-AK-2010_C4,soil metagenome,105961,105961,2010,5,63.88306,-149.22556,0.15,,ecological,ecological,ecological,false,0.055861602490826195
ERR2233348,PRJEB24179,soil metagenome,1039085140,1607000000.0,64.66%,4620004,,64.66,PRJEB24179,1.607,WGS,RANDOM,Illumina HiSeq 2500,CJ022,soil metagenome,106235,106235,2013,1,43.93333,-71.75,,,ecological,ecological,ecological,false,0.06499826576206426
ERR2233338,PRJEB24179,soil metagenome,1304116588,2006000000.0,65.01%,4740691,,65.01,PRJEB24179,2.006,WGS,RANDOM,Illumina HiSeq 2500,CJ012,soil metagenome,106236,106236,2013,1,43.93333,-71.75,,,ecological,ecological,ecological,false,0.06400806535074263
ERR2210114,PRJEB23737,soil metagenome,5531352852,10372000000.0,53.33%,4259080,,53.33,PRJEB23737,10.372,WGS,RANDOM,Illumina HiSeq 2500,F12,soil metagenome,106249,106249,2011,10,42.67255,-77.040283,,,ecological,ecological,ecological,false,0.10407277663101541
SRR12915205,PRJNA671703,soil metagenome,247653242,610000000.0,40.60%,3937879,,40.6,PRJNA671703,0.61,WGS,RANDOM,NextSeq 500,SoilDepth6in_037,soil metagenome,106450,106450,2016,4,44.677,-90.177,,,ecological,ecological,ecological,false,0.17399282350202494
ERR2603316,PRJEB24121,soil metagenome,944394021,1360000000.0,69.44%,4178920,,69.44,PRJEB24121,1.36,WGS,RANDOM,Illumina HiSeq 4000,FO297,soil metagenome,106516,106516,2015,1,58.4625,26.72,,,ecological,ecological,ecological,false,0.0523376913966393
ERR2603287,PRJEB24121,soil metagenome,871624570,1428000000.0,61.04%,4257435,,61.04,PRJEB24121,1.429,WGS,RANDOM,Illumina HiSeq 4000,FO266,soil metagenome,106517,106517,2015,1,59.470133,25.279213,,,ecological,ecological,ecological,false,0.07590586743023812
ERR2603162,PRJEB24121,soil metagenome,902803123,1384000000.0,65.23%,4269380,,65.23,PRJEB24121,1.384,WGS,RANDOM,Illumina HiSeq 4000,FO132,soil metagenome,106518,106518,2015,1,57.75965,27.47665,,,ecological,ecological,ecological,false,0.0633910924902651
ERR7250485,PRJEB47869,soil metagenome,731162052,961000000.0,76.08%,4075370,,76.08,PRJEB47869,0.961,WGS,RANDOM,NextSeq 550,Cantera-2018-COVG_3,soil metagenome,106520,106520,2018,11,36.92195,-2.51109,,,ecological,ecological,ecological,false,0.03739052780911961
SRR6394728,PRJNA422917,soil metagenome,3075647897,6367000000.0,48.31%,3992533,,48.31,PRJNA422917,6.368,WGS,RANDOM,Illumina HiSeq 2500,L.M.29,soil metagenome,106751,106751,2017,4,-33.840172,151.058803,,,ecological,ecological,ecological,true,0.12724491004744143
SRR10360645,PRJNA577476,soil metagenome,18355419048,25993000000.0,70.62%,4724957,,70.62,PRJNA577476,25.993,WGS,RANDOM,Illumina HiSeq 2500,15con2h3.8,soil metagenome,106764,106764,2015,4,39.7292,-123.6419,,,ecological,ecological,ecological,false,0.049476048045896844
SRR10360614,PRJNA577476,soil metagenome,25520132029,35427000000.0,72.04%,4198371,,72.04,PRJNA577476,35.427,WGS,RANDOM,Illumina HiSeq 2500,Sage2_L_40_16,soil metagenome,106770,106770,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.04615666133193275
SRR10360641,PRJNA577476,soil metagenome,15985366854,20153000000.0,79.32%,4602264,,79.32,PRJNA577476,20.153,WGS,RANDOM,Illumina HiSeq 2500,2013_40cm,soil metagenome,106771,106771,2013,9,39.7292,-123.6419,,,ecological,ecological,ecological,false,0.03100550099984724
SRR9691019,PRJNA554750,soil metagenome,10836898187,13237000000.0,81.87%,3842122,,81.87,PRJNA554750,13.237,WGS,RANDOM,Illumina NovaSeq 6000,W183,soil metagenome,106812,106812,2013,9,22.44,113.63,,,ecological,ecological,ecological,true,0.02633564370913307
SRR8931227,PRJNA533779,soil metagenome,2061036048,2718000000.0,75.83%,4080290,,75.83,PRJNA533779,2.718,WGS,RANDOM,Illumina HiSeq 1500,AH25_S29_L006,soil metagenome,106814,106814,2015,11,43.0,-92.5,,,ecological,ecological,ecological,false,0.03790587435926457
SRR15377953,PRJNA714922,soil metagenome,13593568445,57147000000.0,23.79%,5280737,,23.79,PRJNA714922,57.147,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_41_Tree_2,soil metagenome,106842,106842,2018,8,44.346733,-85.481817,,,ecological,ecological,ecological,false,0.38096795261783206
SRR15377955,PRJNA714922,soil metagenome,19489928952,59126000000.0,32.96%,5351877,,32.96,PRJNA714922,59.127,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_100_Tree_4,soil metagenome,106843,106843,2018,8,44.346883,-85.484083,,,ecological,ecological,ecological,false,0.24188989553482618
SRR15377967,PRJNA714922,soil metagenome,18460399552,56102000000.0,32.91%,5360458,,32.91,PRJNA714922,56.102,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_24_Tree_5,soil metagenome,106844,106844,2018,8,44.2225,-85.753483,,,ecological,ecological,ecological,false,0.24243807888839
SRR10492801,PRJNA589661,soil metagenome,8836828562,12051000000.0,73.33%,3751047,,73.33,PRJNA589661,12.052,WGS,RANDOM,Illumina HiSeq 2000,SS,soil metagenome,106855,106855,,,36.78,100.0,,,ecological,ecological,ecological,false,0.04325260360173389
SRR8487030,PRJNA646773,soil metagenome,5878523008,10296000000.0,57.10%,4583894,,57.1,PRJNA646773,10.296,WGS,RANDOM,Illumina HiSeq 4000,CocoShellBiochar_HighN_August_Bulk_B2H,soil metagenome,106926,106926,2018,8,38.535556,-121.772778,,,ecological,ecological,ecological,false,0.08934949624865611
ERR2078414,PRJEB22068,soil metagenome,740147656,1101000000.0,67.23%,4906839,,67.23,PRJEB22068,1.101,WGS,RANDOM,unspecified,JERC_006-M-20140910-C,soil metagenome,107530,107530,2019,9,31.187672,-84.455851,,,ecological,ecological,ecological,false,0.0579674577953042
SRR3989430,PRJNA330329,soil metagenome,35285103994,47807000000.0,73.81%,2767201,,73.81,PRJNA330329,47.807,WGS,RANDOM,Illumina HiSeq 2000,PAHH,soil metagenome,108467,108467,2013,3,39.53,-107.78,,,ecological,ecological,ecological,false,0.04219793681046389
SRR4022094,PRJNA336408,soil metagenome,1572698647,2821000000.0,55.75%,5019785,,55.75,PRJNA336408,2.822,WGS,RANDOM,Illumina HiSeq 2000,PZGY,soil metagenome,108469,108469,,,42.471116,-72.17263,,,ecological,ecological,ecological,false,0.0943928997184288
SRR3975575,PRJNA330159,soil metagenome,7133446493,10432000000.0,68.38%,4919042,,68.38,PRJNA330159,10.432,WGS,RANDOM,Illumina HiSeq 2000,GNXP,soil metagenome,108473,108473,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.05499252912591884
SRR6201801,PRJNA366411,soil metagenome,1649143176,2529000000.0,65.21%,4333123,,65.21,PRJNA366411,2.529,WGS,RANDOM,Illumina HiSeq 2000,HOTS,soil metagenome,108479,108479,2011,6,39.23550963,-121.2836963,,,ecological,ecological,ecological,false,0.06344700890807561
SRR6958482,PRJNA444979,soil metagenome,45970577337,61007000000.0,75.35%,4567134,,75.35,PRJNA444979,61.007,WGS,RANDOM,Illumina HiSeq 2500,BTTGP,soil metagenome,108480,108480,2012,5,45.6356,-110.571,,,ecological,ecological,ecological,false,0.038904925796918885
SRR7976238,PRJNA444410,soil metagenome,2976699131,3497000000.0,85.12%,4608321,,85.12,PRJNA444410,3.497,WGS,RANDOM,Illumina HiSeq 2500,BNOCP,soil metagenome,108482,108482,2016,6,37.83,-122.29,,,ecological,ecological,ecological,false,0.02078941365341844
SRR5215212,PRJNA364859,soil metagenome,24598248514,33292000000.0,73.89%,4365827,,73.89,PRJNA364859,33.292,WGS,RANDOM,Illumina HiSeq 2500,BAWYN,soil metagenome,108483,108483,2013,5,38.8711,-122.4276,,,ecological,ecological,ecological,false,0.04202349120256965
SRR5213593,PRJNA367564,soil metagenome,10624287397,13596000000.0,78.14%,4142313,,78.14,PRJNA367564,13.597,WGS,RANDOM,Illumina HiSeq 2500,BBSYP,soil metagenome,108486,108486,2015,7,39.7181,-123.6527,,,ecological,ecological,ecological,false,0.033269607331575114
SRR7970555,PRJNA469310,soil metagenome,5589394677,8643000000.0,64.67%,4555965,,64.67,PRJNA469310,8.643,WGS,RANDOM,Illumina HiSeq 2500,CNWPB,soil metagenome,108498,108498,2017,7,44.23,-122.22,,,ecological,ecological,ecological,false,0.06496982558059788
SRR7101566,PRJNA441420,soil metagenome,2493837589,3524000000.0,70.77%,4230644,,70.77,PRJNA441420,3.524,WGS,RANDOM,Illumina HiSeq 2500,CASAS,soil metagenome,108499,108499,2017,5,39.458,-79.073,,,ecological,ecological,ecological,false,0.049119116219218724
SRR4027029,PRJNA337680,soil metagenome,4045754711,6999000000.0,57.80%,4034498,,57.8,PRJNA337680,6.999,WGS,RANDOM,Illumina Genome Analyzer II,GPCY,soil metagenome,108506,108506,2009,6,43.312222,-89.370833,,,ecological,ecological,ecological,false,0.0868271481721743
SRR12659388,PRJNA654928,soil metagenome,37471512039,50599000000.0,74.06%,5274476,,74.06,PRJNA654928,50.6,WGS,RANDOM,Illumina NovaSeq 6000,GPBAC,soil metagenome,108508,108508,2017,10,42.5315,-72.1899,,,ecological,ecological,ecological,false,0.041654045625643094
SRR3977138,PRJNA330026,soil metagenome,5346973656,8441000000.0,63.35%,4817484,,63.35,PRJNA330026,8.442,WGS,RANDOM,Illumina HiSeq 2000,GNYU,soil metagenome,108517,108517,2011,8,18.0,-65.0,,,ecological,ecological,ecological,true,0.06880155978165715
SRR4022089,PRJNA336398,soil metagenome,1940342399,3505000000.0,55.36%,5199899,,55.36,PRJNA336398,3.506,WGS,RANDOM,Illumina HiSeq 2000,PZCO,soil metagenome,108522,108522,,,42.532967,-72.209488,,,ecological,ecological,ecological,false,0.09589567685218454
SRR7976247,PRJNA444413,soil metagenome,5933405382,6011000000.0,98.71%,4594446,,98.71,PRJNA444413,6.012,WGS,RANDOM,Illumina HiSeq 2500,BNOCU,soil metagenome,108523,108523,2016,6,37.83,-122.29,,,ecological,ecological,ecological,false,0.001554173439745626
SRR7011569,PRJNA443229,soil metagenome,5695774965,9917000000.0,57.43%,4283536,,57.43,PRJNA443229,9.918,WGS,RANDOM,Illumina HiSeq 2500,BWTNN,soil metagenome,108526,108526,2016,8,38.9138,-106.8952,,,ecological,ecological,ecological,false,0.08815272832719112
SRR4027584,PRJNA336855,soil metagenome,3035932383,4735000000.0,64.12%,4197393,,64.12,PRJNA336855,4.736,WGS,RANDOM,Illumina Genome Analyzer II,GPIC,soil metagenome,108534,108534,2009,6,39.0042816,-77.1012173,,,ecological,ecological,ecological,false,0.06654720888298082
SRR7500502,PRJNA466810,soil metagenome,7386654366,7600000000.0,97.19%,5299766,,97.19,PRJNA466810,7.601,WGS,RANDOM,Illumina HiSeq 2500,CCZZO,soil metagenome,108539,108539,2016,10,42.0,-93.0,,,ecological,ecological,ecological,false,0.0034383941729002527
SRR5579864,PRJNA375301,soil metagenome,18642171350,25795000000.0,72.27%,4768172,,72.27,PRJNA375301,25.796,WGS,RANDOM,Illumina HiSeq 2500,ACHWP,soil metagenome,108546,108546,,,40.7999,-76.3402,,,ecological,ecological,ecological,false,0.04563128923706713
SRR12687298,PRJNA664310,soil metagenome,9027711714,10286000000.0,87.77%,4004361,,87.77,PRJNA664310,10.287,WGS,RANDOM,Illumina HiSeq 1500,CD5,soil metagenome,108593,108593,2019,6,44.39,83.33,,,ecological,ecological,ecological,false,0.016571097898595642
SRR12687308,PRJNA664310,soil metagenome,7850561233,10333000000.0,75.98%,3763651,,75.98,PRJNA664310,10.333,WGS,RANDOM,Illumina HiSeq 1500,AD5,soil metagenome,108595,108595,2019,6,44.37,83.33,,,ecological,ecological,ecological,false,0.037596259469543356
SRR11823718,PRJNA634262,soil metagenome,8277843047,11182000000.0,74.03%,4494016,,74.03,PRJNA634262,11.182,WGS,RANDOM,HiSeq X Ten,CK.3,soil metagenome,108789,108789,2018,7,44.18,86.02,,,ecological,ecological,ecological,false,0.0417191186095982
SRR12805506,PRJNA666233,soil metagenome,5499859749,6409000000.0,85.81%,4360849,,85.81,PRJNA666233,6.41,WGS,RANDOM,Illumina HiSeq 4000,S1-7-meta,soil metagenome,108992,108992,2018,6,29.58,111.61,0.5,,ecological,ecological,ecological,false,0.019665972061650105
SRR12102603,PRJNA642232,soil metagenome,4604436930,7275000000.0,63.29%,4480114,,63.29,PRJNA642232,7.276,WGS,RANDOM,NextSeq 500,NS170-65,soil metagenome,108996,108996,2017,5,31.63027778,34.91472222,,,ecological,ecological,ecological,false,0.06897952718335965
SRR13614395,PRJNA697905,soil metagenome,9024405315,11351000000.0,79.50%,4313749,,79.5,PRJNA697905,11.352,WGS,RANDOM,HiSeq X Ten,SS_1_2,soil metagenome,108999,108999,2019,8,37.3,116.65,,,ecological,ecological,ecological,false,0.03066603710072112
SRR15421263,PRJNA753945,soil metagenome,1263198349,1577000000.0,80.10%,3938142,,80.1,PRJNA753945,1.578,WGS,RANDOM,Illumina NovaSeq 6000,Old3_3_20-25cm,soil metagenome,109000,109000,2018,4,71.251608,-156.542146,0.225,,ecological,ecological,ecological,false,0.029545509573518394
SRR15421262,PRJNA753945,soil metagenome,1461996472,1706000000.0,85.70%,3737688,,85.7,PRJNA753945,1.707,WGS,RANDOM,Illumina NovaSeq 6000,Old3_3_30-35cm,soil metagenome,109001,109001,2018,4,71.251608,-156.542146,0.325,,ecological,ecological,ecological,false,0.019843859337994034
SRR15421268,PRJNA753945,soil metagenome,1193987449,1495000000.0,79.87%,3401480,,79.87,PRJNA753945,1.496,WGS,RANDOM,Illumina NovaSeq 6000,100km_2_30-35cm,soil metagenome,109002,109002,2018,4,70.068476,-156.105802,0.325,,ecological,ecological,ecological,false,0.029973055290201774
SRR9597093,PRJNA272922,soil metagenome,10914500923,12526000000.0,87.13%,5371600,,87.13,PRJNA272922,12.527,WGS,RANDOM,Illumina HiSeq 4000,NLM_WS2_H,soil metagenome,109006,109006,2015,7,52.621337,1.22946,,,ecological,ecological,ecological,false,0.017566359127045565
SRR9952764,PRJNA419965,soil metagenome,13299850457,17588000000.0,75.62%,4987138,,75.62,PRJNA419965,17.588,WGS,RANDOM,Illumina HiSeq 3000,YH Rhizosphere soil,soil metagenome,109073,109073,2012,1,38.973,-123.1164,,,ecological,ecological,ecological,false,0.03834139875822544
ERR4392729,PRJEB39497,soil metagenome,15079437626,20216000000.0,74.59%,4874414,,74.59,PRJEB39497,20.217,WGS,RANDOM,Illumina NovaSeq 6000,B2018_H3_60cm,soil metagenome,109304,109304,2018,1,38.886306,-120.647694,,,ecological,ecological,ecological,false,0.04051305394169835
ERR4392706,PRJEB39497,soil metagenome,21717794348,28299000000.0,76.74%,4830954,,76.74,PRJEB39497,28.3,WGS,RANDOM,Illumina NovaSeq 6000,B2018_C2_10cm,soil metagenome,109305,109305,2018,1,38.886306,-120.647694,,,ecological,ecological,ecological,false,0.03604614620514025
ERR4837086,PRJEB41174,soil metagenome,7546989398,7985000000.0,94.51%,4222446,,94.51,PRJEB41174,7.986,WGS,RANDOM,NextSeq 500,G5,soil metagenome,109319,109319,2014,1,67.15651598,-50.06386997,,,ecological,ecological,ecological,false,0.006908209595988151
ERR4837096,PRJEB41174,soil metagenome,5208401533,7127000000.0,73.08%,4332284,,73.08,PRJEB41174,7.127,WGS,RANDOM,NextSeq 500,G15,soil metagenome,109320,109320,2014,1,67.15638698,-50.08376702,,,ecological,ecological,ecological,false,0.04380739626519371
ERR4837109,PRJEB41174,soil metagenome,1472361975,1676000000.0,87.85%,3838374,,87.85,PRJEB41174,1.676,WGS,RANDOM,Illumina MiSeq,SV5,soil metagenome,109321,109321,2013,1,78.89617201,12.06221597,,,ecological,ecological,ecological,false,0.016447709863827792
ERR4837100,PRJEB41174,soil metagenome,6107192216,7552000000.0,80.87%,4517455,,80.87,PRJEB41174,7.552,WGS,RANDOM,NextSeq 500,G19,soil metagenome,109322,109322,2014,1,67.08225802,-50.32251497,,,ecological,ecological,ecological,false,0.028131860247898727
ERR2603097,PRJEB24121,soil metagenome,1061686130,1661000000.0,63.92%,4539448,,63.92,PRJEB24121,1.661,WGS,RANDOM,Illumina HiSeq 4000,FO64,soil metagenome,109581,109581,2015,1,58.28634,26.54899,,,ecological,ecological,ecological,false,0.06712753302773623
ERR2603113,PRJEB24121,soil metagenome,923366754,1636000000.0,56.44%,4369726,,56.44,PRJEB24121,1.637,WGS,RANDOM,Illumina HiSeq 4000,FO83,soil metagenome,109582,109582,2015,1,58.32669,21.89557,,,ecological,ecological,ecological,false,0.09178501650839162
ERR2603223,PRJEB24121,soil metagenome,931809074,1474000000.0,63.22%,5070518,,63.22,PRJEB24121,1.474,WGS,RANDOM,Illumina HiSeq 4000,FO196,soil metagenome,109583,109583,2015,1,58.411706,25.288736,,,ecological,ecological,ecological,false,0.06918758276778697
ERR2239861,PRJEB24343,soil metagenome,764628980,1048000000.0,72.96%,4092646,,72.96,PRJEB24343,1.048,WGS,RANDOM,Illumina HiSeq 2500,JUN-SZ-6-B,soil metagenome,109635,109635,2012,1,-37.8136,144.9631,,,ecological,ecological,ecological,true,0.04407504722579577
